candidate,period,horizon,n,exceedances,mae,rmse,median_ae,bias,point_recall,point_precision,point_fpr,brier,brier_skill,auc,prob_recall,prob_precision,prob_fpr,alarms,interval80_coverage,level_substituted_fraction
naive_previous_lab,2025,0,407,72,1.6850122216292622,2.7555705525681393,1.1999998092651367,0.012776406449826389,0.2638888888888889,0.2714285714285714,0.15223880597014924,,,,,,,,,0.002457002457002457
anchored_q21,2025,0,407,72,1.1200367933311588,2.318298515618508,0.6138390501340227,0.03681257974896444,0.4583333333333333,0.5409836065573771,0.08358208955223881,,,,,,,,,0.007371007371007371
anchored_pak,2025,0,407,72,1.145264955791267,1.8753560202194308,0.7451473474502563,-0.10980727206869859,0.3333333333333333,0.47058823529411764,0.08059701492537313,,,,,,,,,0.009828009828009828
v3_saved,2025,0,407,72,1.0741715862751564,1.889715699023568,0.7005571489798283,-0.12500831428240572,0.2361111111111111,0.53125,0.04477611940298507,0.1270349908415877,0.12756139312113723,0.7540422885572139,0.5277777777777778,0.4175824175824176,0.1582089552238806,91.0,,
v3_refit,2025,0,407,72,1.094304573554511,1.8824372995954097,0.7263066836819378,-0.1611649749153476,0.25,0.5454545454545454,0.04477611940298507,0.12804398700565817,0.12063190698589221,0.7520315091210613,0.5277777777777778,0.4367816091954023,0.14626865671641792,87.0,0.773955773955774,
hgb_fixed,2025,0,407,72,1.0258737682178,1.7332443730903127,0.6763205720663024,-0.26526345427580356,0.2222222222222222,0.6666666666666666,0.023880597014925373,0.12390143783716352,0.1490817049631713,0.7479684908789387,0.4305555555555556,0.5535714285714286,0.07462686567164178,56.0,0.7813267813267813,
v4r,2025,60,409,72,1.1730924774608193,1.820545243270593,0.7660373587253346,-0.05523194630086023,0.18055555555555555,0.35135135135135137,0.0712166172106825,0.1416266892185786,0.02359651338719726,0.6932492581602374,0.4722222222222222,0.3953488372093023,0.1543026706231454,86.0,0.7775061124694377,
naive_previous_lab,2025,60,409,72,1.6633251255473764,2.729388111471886,1.1999998092651367,0.002200482818491584,0.2638888888888889,0.2753623188405797,0.14836795252225518,,,,,,,,,0.0024449877750611247
anchored_q21,2025,60,409,72,1.4157300693481651,2.4626312057006032,0.869376659393307,0.02148177770452966,0.2916666666666667,0.3442622950819672,0.11869436201780416,,,,,,,,,0.012224938875305624
anchored_pak,2025,60,409,72,1.2127956308867742,1.98813786373874,0.769918004671732,-0.12224786424403669,0.2916666666666667,0.4117647058823529,0.08902077151335312,,,,,,,,,0.009779951100244499
