month,horizon,cost_ratio,policy,n,events,tp,fp,fn,tn,recall,precision,false_alarm_rate,alarm_share,total_cost,cost_per_100
2025-10,180,2,residual_bayes,44,13,0,0,13,31,0.0,,0.0,0.0,26.0,59.09090909090909
2025-11,180,2,residual_bayes,41,9,0,0,9,32,0.0,,0.0,0.0,18.0,43.90243902439025
2025-12,180,2,residual_bayes,37,5,0,0,5,32,0.0,,0.0,0.0,10.0,27.027027027027028
2025-01,180,2,always_alarm,31,1,1,30,0,0,1.0,0.03225806451612903,1.0,1.0,30.0,96.7741935483871
2025-02,180,2,always_alarm,31,8,8,23,0,0,1.0,0.25806451612903225,1.0,1.0,23.0,74.19354838709677
2025-03,180,2,always_alarm,32,11,11,21,0,0,1.0,0.34375,1.0,1.0,21.0,65.625
2025-04,180,2,always_alarm,31,5,5,26,0,0,1.0,0.16129032258064516,1.0,1.0,26.0,83.87096774193549
2025-05,180,2,always_alarm,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,180,2,always_alarm,32,2,2,30,0,0,1.0,0.0625,1.0,1.0,30.0,93.75
2025-07,180,2,always_alarm,34,2,2,32,0,0,1.0,0.058823529411764705,1.0,1.0,32.0,94.11764705882352
2025-08,180,2,always_alarm,32,5,5,27,0,0,1.0,0.15625,1.0,1.0,27.0,84.375
2025-09,180,2,always_alarm,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,180,2,always_alarm,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,180,2,always_alarm,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,180,2,always_alarm,37,5,5,32,0,0,1.0,0.13513513513513514,1.0,1.0,32.0,86.48648648648648
2025-01,180,2,never_alarm,31,1,0,0,1,30,0.0,,0.0,0.0,2.0,6.451612903225806
2025-02,180,2,never_alarm,31,8,0,0,8,23,0.0,,0.0,0.0,16.0,51.61290322580645
2025-03,180,2,never_alarm,32,11,0,0,11,21,0.0,,0.0,0.0,22.0,68.75
2025-04,180,2,never_alarm,31,5,0,0,5,26,0.0,,0.0,0.0,10.0,32.25806451612903
2025-05,180,2,never_alarm,34,4,0,0,4,30,0.0,,0.0,0.0,8.0,23.52941176470588
2025-06,180,2,never_alarm,32,2,0,0,2,30,0.0,,0.0,0.0,4.0,12.5
2025-07,180,2,never_alarm,34,2,0,0,2,32,0.0,,0.0,0.0,4.0,11.76470588235294
2025-08,180,2,never_alarm,32,5,0,0,5,27,0.0,,0.0,0.0,10.0,31.25
2025-09,180,2,never_alarm,32,7,0,0,7,25,0.0,,0.0,0.0,14.0,43.75
2025-10,180,2,never_alarm,44,13,0,0,13,31,0.0,,0.0,0.0,26.0,59.09090909090909
2025-11,180,2,never_alarm,41,9,0,0,9,32,0.0,,0.0,0.0,18.0,43.90243902439025
2025-12,180,2,never_alarm,37,5,0,0,5,32,0.0,,0.0,0.0,10.0,27.027027027027028
2025-01,180,5,logistic_empirical,31,1,0,0,1,30,0.0,,0.0,0.0,5.0,16.129032258064516
2025-02,180,5,logistic_empirical,31,8,0,0,8,23,0.0,,0.0,0.0,40.0,129.03225806451613
2025-03,180,5,logistic_empirical,32,11,1,0,10,21,0.09090909090909091,1.0,0.0,0.03125,50.0,156.25
2025-04,180,5,logistic_empirical,31,5,0,0,5,26,0.0,,0.0,0.0,25.0,80.64516129032258
2025-05,180,5,logistic_empirical,34,4,0,1,4,29,0.0,0.0,0.03333333333333333,0.029411764705882353,21.0,61.76470588235294
2025-06,180,5,logistic_empirical,32,2,0,0,2,30,0.0,,0.0,0.0,10.0,31.25
2025-07,180,5,logistic_empirical,34,2,0,1,2,31,0.0,0.0,0.03125,0.029411764705882353,11.0,32.35294117647059
2025-08,180,5,logistic_empirical,32,5,0,0,5,27,0.0,,0.0,0.0,25.0,78.125
2025-09,180,5,logistic_empirical,32,7,0,0,7,25,0.0,,0.0,0.0,35.0,109.375
2025-10,180,5,logistic_empirical,44,13,0,0,13,31,0.0,,0.0,0.0,65.0,147.72727272727272
2025-11,180,5,logistic_empirical,41,9,0,1,9,31,0.0,0.0,0.03125,0.024390243902439025,46.0,112.19512195121952
2025-12,180,5,logistic_empirical,37,5,0,0,5,32,0.0,,0.0,0.0,25.0,67.56756756756756
2025-01,180,5,logistic_bayes,31,1,0,2,1,28,0.0,0.0,0.06666666666666667,0.06451612903225806,7.0,22.58064516129032
2025-02,180,5,logistic_bayes,31,8,2,8,6,15,0.25,0.2,0.34782608695652173,0.3225806451612903,38.0,122.58064516129032
2025-03,180,5,logistic_bayes,32,11,7,16,4,5,0.6363636363636364,0.30434782608695654,0.7619047619047619,0.71875,36.0,112.5
2025-04,180,5,logistic_bayes,31,5,0,8,5,18,0.0,0.0,0.3076923076923077,0.25806451612903225,33.0,106.4516129032258
2025-05,180,5,logistic_bayes,34,4,2,15,2,15,0.5,0.11764705882352941,0.5,0.5,25.0,73.52941176470588
2025-06,180,5,logistic_bayes,32,2,1,9,1,21,0.5,0.1,0.3,0.3125,14.0,43.75
2025-07,180,5,logistic_bayes,34,2,2,13,0,19,1.0,0.13333333333333333,0.40625,0.4411764705882353,13.0,38.23529411764706
2025-08,180,5,logistic_bayes,32,5,3,11,2,16,0.6,0.21428571428571427,0.4074074074074074,0.4375,21.0,65.625
2025-09,180,5,logistic_bayes,32,7,4,17,3,8,0.5714285714285714,0.19047619047619047,0.68,0.65625,32.0,100.0
2025-10,180,5,logistic_bayes,44,13,11,22,2,9,0.8461538461538461,0.3333333333333333,0.7096774193548387,0.75,32.0,72.72727272727273
2025-11,180,5,logistic_bayes,41,9,6,26,3,6,0.6666666666666666,0.1875,0.8125,0.7804878048780488,41.0,100.0
2025-12,180,5,logistic_bayes,37,5,0,8,5,24,0.0,0.0,0.25,0.21621621621621623,33.0,89.1891891891892
2025-01,180,5,logistic_fixed_030,31,1,0,0,1,30,0.0,,0.0,0.0,5.0,16.129032258064516
2025-02,180,5,logistic_fixed_030,31,8,0,0,8,23,0.0,,0.0,0.0,40.0,129.03225806451613
2025-03,180,5,logistic_fixed_030,32,11,1,0,10,21,0.09090909090909091,1.0,0.0,0.03125,50.0,156.25
2025-04,180,5,logistic_fixed_030,31,5,0,0,5,26,0.0,,0.0,0.0,25.0,80.64516129032258
2025-05,180,5,logistic_fixed_030,34,4,0,1,4,29,0.0,0.0,0.03333333333333333,0.029411764705882353,21.0,61.76470588235294
2025-06,180,5,logistic_fixed_030,32,2,0,0,2,30,0.0,,0.0,0.0,10.0,31.25
2025-07,180,5,logistic_fixed_030,34,2,0,1,2,31,0.0,0.0,0.03125,0.029411764705882353,11.0,32.35294117647059
2025-08,180,5,logistic_fixed_030,32,5,0,0,5,27,0.0,,0.0,0.0,25.0,78.125
2025-09,180,5,logistic_fixed_030,32,7,0,0,7,25,0.0,,0.0,0.0,35.0,109.375
2025-10,180,5,logistic_fixed_030,44,13,0,0,13,31,0.0,,0.0,0.0,65.0,147.72727272727272
2025-11,180,5,logistic_fixed_030,41,9,0,1,9,31,0.0,0.0,0.03125,0.024390243902439025,46.0,112.19512195121952
2025-12,180,5,logistic_fixed_030,37,5,0,0,5,32,0.0,,0.0,0.0,25.0,67.56756756756756
2025-01,180,5,residual_bayes,31,1,0,0,1,30,0.0,,0.0,0.0,5.0,16.129032258064516
2025-02,180,5,residual_bayes,31,8,0,2,8,21,0.0,0.0,0.08695652173913043,0.06451612903225806,42.0,135.48387096774192
2025-03,180,5,residual_bayes,32,11,3,0,8,21,0.2727272727272727,1.0,0.0,0.09375,40.0,125.0
2025-04,180,5,residual_bayes,31,5,0,1,5,25,0.0,0.0,0.038461538461538464,0.03225806451612903,26.0,83.87096774193549
2025-05,180,5,residual_bayes,34,4,0,1,4,29,0.0,0.0,0.03333333333333333,0.029411764705882353,21.0,61.76470588235294
2025-06,180,5,residual_bayes,32,2,0,1,2,29,0.0,0.0,0.03333333333333333,0.03125,11.0,34.375
2025-07,180,5,residual_bayes,34,2,0,2,2,30,0.0,0.0,0.0625,0.058823529411764705,12.0,35.294117647058826
2025-08,180,5,residual_bayes,32,5,0,2,5,25,0.0,0.0,0.07407407407407407,0.0625,27.0,84.375
2025-09,180,5,residual_bayes,32,7,1,0,6,25,0.14285714285714285,1.0,0.0,0.03125,30.0,93.75
2025-10,180,5,residual_bayes,44,13,2,3,11,28,0.15384615384615385,0.4,0.0967741935483871,0.11363636363636363,58.0,131.8181818181818
2025-11,180,5,residual_bayes,41,9,2,2,7,30,0.2222222222222222,0.5,0.0625,0.0975609756097561,37.0,90.2439024390244
2025-12,180,5,residual_bayes,37,5,0,1,5,31,0.0,0.0,0.03125,0.02702702702702703,26.0,70.27027027027027
2025-01,180,5,always_alarm,31,1,1,30,0,0,1.0,0.03225806451612903,1.0,1.0,30.0,96.7741935483871
2025-02,180,5,always_alarm,31,8,8,23,0,0,1.0,0.25806451612903225,1.0,1.0,23.0,74.19354838709677
2025-03,180,5,always_alarm,32,11,11,21,0,0,1.0,0.34375,1.0,1.0,21.0,65.625
2025-04,180,5,always_alarm,31,5,5,26,0,0,1.0,0.16129032258064516,1.0,1.0,26.0,83.87096774193549
2025-05,180,5,always_alarm,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,180,5,always_alarm,32,2,2,30,0,0,1.0,0.0625,1.0,1.0,30.0,93.75
2025-07,180,5,always_alarm,34,2,2,32,0,0,1.0,0.058823529411764705,1.0,1.0,32.0,94.11764705882352
2025-08,180,5,always_alarm,32,5,5,27,0,0,1.0,0.15625,1.0,1.0,27.0,84.375
2025-09,180,5,always_alarm,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,180,5,always_alarm,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,180,5,always_alarm,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,180,5,always_alarm,37,5,5,32,0,0,1.0,0.13513513513513514,1.0,1.0,32.0,86.48648648648648
2025-01,180,5,never_alarm,31,1,0,0,1,30,0.0,,0.0,0.0,5.0,16.129032258064516
2025-02,180,5,never_alarm,31,8,0,0,8,23,0.0,,0.0,0.0,40.0,129.03225806451613
2025-03,180,5,never_alarm,32,11,0,0,11,21,0.0,,0.0,0.0,55.0,171.875
2025-04,180,5,never_alarm,31,5,0,0,5,26,0.0,,0.0,0.0,25.0,80.64516129032258
2025-05,180,5,never_alarm,34,4,0,0,4,30,0.0,,0.0,0.0,20.0,58.82352941176471
2025-06,180,5,never_alarm,32,2,0,0,2,30,0.0,,0.0,0.0,10.0,31.25
2025-07,180,5,never_alarm,34,2,0,0,2,32,0.0,,0.0,0.0,10.0,29.411764705882355
2025-08,180,5,never_alarm,32,5,0,0,5,27,0.0,,0.0,0.0,25.0,78.125
2025-09,180,5,never_alarm,32,7,0,0,7,25,0.0,,0.0,0.0,35.0,109.375
2025-10,180,5,never_alarm,44,13,0,0,13,31,0.0,,0.0,0.0,65.0,147.72727272727272
2025-11,180,5,never_alarm,41,9,0,0,9,32,0.0,,0.0,0.0,45.0,109.75609756097562
2025-12,180,5,never_alarm,37,5,0,0,5,32,0.0,,0.0,0.0,25.0,67.56756756756756
2025-01,180,10,logistic_empirical,31,1,0,1,1,29,0.0,0.0,0.03333333333333333,0.03225806451612903,11.0,35.483870967741936
2025-02,180,10,logistic_empirical,31,8,1,6,7,17,0.125,0.14285714285714285,0.2608695652173913,0.22580645161290322,76.0,245.16129032258064
2025-03,180,10,logistic_empirical,32,11,7,10,4,11,0.6363636363636364,0.4117647058823529,0.47619047619047616,0.53125,50.0,156.25
2025-04,180,10,logistic_empirical,31,5,0,3,5,23,0.0,0.0,0.11538461538461539,0.0967741935483871,53.0,170.96774193548387
2025-05,180,10,logistic_empirical,34,4,1,4,3,26,0.25,0.2,0.13333333333333333,0.14705882352941177,34.0,100.0
2025-06,180,10,logistic_empirical,32,2,0,3,2,27,0.0,0.0,0.1,0.09375,23.0,71.875
2025-07,180,10,logistic_empirical,34,2,0,6,2,26,0.0,0.0,0.1875,0.17647058823529413,26.0,76.47058823529412
2025-08,180,10,logistic_empirical,32,5,2,9,3,18,0.4,0.18181818181818182,0.3333333333333333,0.34375,39.0,121.875
2025-09,180,10,logistic_empirical,32,7,3,6,4,19,0.42857142857142855,0.3333333333333333,0.24,0.28125,46.0,143.75
2025-10,180,10,logistic_empirical,44,13,7,12,6,19,0.5384615384615384,0.3684210526315789,0.3870967741935484,0.4318181818181818,72.0,163.63636363636365
2025-11,180,10,logistic_empirical,41,9,4,15,5,17,0.4444444444444444,0.21052631578947367,0.46875,0.4634146341463415,65.0,158.53658536585365
2025-12,180,10,logistic_empirical,37,5,0,6,5,26,0.0,0.0,0.1875,0.16216216216216217,56.0,151.35135135135135
2025-01,180,10,logistic_bayes,31,1,1,11,0,19,1.0,0.08333333333333333,0.36666666666666664,0.3870967741935484,11.0,35.483870967741936
2025-02,180,10,logistic_bayes,31,8,7,21,1,2,0.875,0.25,0.9130434782608695,0.9032258064516129,31.0,100.0
2025-03,180,10,logistic_bayes,32,11,10,19,1,2,0.9090909090909091,0.3448275862068966,0.9047619047619048,0.90625,29.0,90.625
2025-04,180,10,logistic_bayes,31,5,4,21,1,5,0.8,0.16,0.8076923076923077,0.8064516129032258,31.0,100.0
2025-05,180,10,logistic_bayes,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,180,10,logistic_bayes,32,2,2,29,0,1,1.0,0.06451612903225806,0.9666666666666667,0.96875,29.0,90.625
2025-07,180,10,logistic_bayes,34,2,2,32,0,0,1.0,0.058823529411764705,1.0,1.0,32.0,94.11764705882352
2025-08,180,10,logistic_bayes,32,5,5,25,0,2,1.0,0.16666666666666666,0.9259259259259259,0.9375,25.0,78.125
2025-09,180,10,logistic_bayes,32,7,7,24,0,1,1.0,0.22580645161290322,0.96,0.96875,24.0,75.0
2025-10,180,10,logistic_bayes,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,180,10,logistic_bayes,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,180,10,logistic_bayes,37,5,5,29,0,3,1.0,0.14705882352941177,0.90625,0.918918918918919,29.0,78.37837837837837
2025-01,180,10,logistic_fixed_030,31,1,0,0,1,30,0.0,,0.0,0.0,10.0,32.25806451612903
2025-02,180,10,logistic_fixed_030,31,8,0,0,8,23,0.0,,0.0,0.0,80.0,258.06451612903226
2025-03,180,10,logistic_fixed_030,32,11,1,0,10,21,0.09090909090909091,1.0,0.0,0.03125,100.0,312.5
2025-04,180,10,logistic_fixed_030,31,5,0,0,5,26,0.0,,0.0,0.0,50.0,161.29032258064515
2025-05,180,10,logistic_fixed_030,34,4,0,1,4,29,0.0,0.0,0.03333333333333333,0.029411764705882353,41.0,120.58823529411764
2025-06,180,10,logistic_fixed_030,32,2,0,0,2,30,0.0,,0.0,0.0,20.0,62.5
2025-07,180,10,logistic_fixed_030,34,2,0,1,2,31,0.0,0.0,0.03125,0.029411764705882353,21.0,61.76470588235294
2025-08,180,10,logistic_fixed_030,32,5,0,0,5,27,0.0,,0.0,0.0,50.0,156.25
2025-09,180,10,logistic_fixed_030,32,7,0,0,7,25,0.0,,0.0,0.0,70.0,218.75
2025-10,180,10,logistic_fixed_030,44,13,0,0,13,31,0.0,,0.0,0.0,130.0,295.45454545454544
2025-11,180,10,logistic_fixed_030,41,9,0,1,9,31,0.0,0.0,0.03125,0.024390243902439025,91.0,221.95121951219514
2025-12,180,10,logistic_fixed_030,37,5,0,0,5,32,0.0,,0.0,0.0,50.0,135.13513513513513
2025-01,180,10,residual_bayes,31,1,0,0,1,30,0.0,,0.0,0.0,10.0,32.25806451612903
2025-02,180,10,residual_bayes,31,8,3,6,5,17,0.375,0.3333333333333333,0.2608695652173913,0.2903225806451613,56.0,180.64516129032256
2025-03,180,10,residual_bayes,32,11,7,9,4,12,0.6363636363636364,0.4375,0.42857142857142855,0.5,49.0,153.125
2025-04,180,10,residual_bayes,31,5,1,6,4,20,0.2,0.14285714285714285,0.23076923076923078,0.22580645161290322,46.0,148.38709677419354
2025-05,180,10,residual_bayes,34,4,1,9,3,21,0.25,0.1,0.3,0.29411764705882354,39.0,114.70588235294117
2025-06,180,10,residual_bayes,32,2,0,8,2,22,0.0,0.0,0.26666666666666666,0.25,28.0,87.5
2025-07,180,10,residual_bayes,34,2,0,10,2,22,0.0,0.0,0.3125,0.29411764705882354,30.0,88.23529411764706
2025-08,180,10,residual_bayes,32,5,2,7,3,20,0.4,0.2222222222222222,0.25925925925925924,0.28125,37.0,115.625
2025-09,180,10,residual_bayes,32,7,3,14,4,11,0.42857142857142855,0.17647058823529413,0.56,0.53125,54.0,168.75
2025-10,180,10,residual_bayes,44,13,10,16,3,15,0.7692307692307693,0.38461538461538464,0.5161290322580645,0.5909090909090909,46.0,104.54545454545455
2025-11,180,10,residual_bayes,41,9,4,23,5,9,0.4444444444444444,0.14814814814814814,0.71875,0.6585365853658537,73.0,178.0487804878049
2025-12,180,10,residual_bayes,37,5,1,5,4,27,0.2,0.16666666666666666,0.15625,0.16216216216216217,45.0,121.62162162162163
2025-01,180,10,always_alarm,31,1,1,30,0,0,1.0,0.03225806451612903,1.0,1.0,30.0,96.7741935483871
2025-02,180,10,always_alarm,31,8,8,23,0,0,1.0,0.25806451612903225,1.0,1.0,23.0,74.19354838709677
2025-03,180,10,always_alarm,32,11,11,21,0,0,1.0,0.34375,1.0,1.0,21.0,65.625
2025-04,180,10,always_alarm,31,5,5,26,0,0,1.0,0.16129032258064516,1.0,1.0,26.0,83.87096774193549
2025-05,180,10,always_alarm,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,180,10,always_alarm,32,2,2,30,0,0,1.0,0.0625,1.0,1.0,30.0,93.75
2025-07,180,10,always_alarm,34,2,2,32,0,0,1.0,0.058823529411764705,1.0,1.0,32.0,94.11764705882352
2025-08,180,10,always_alarm,32,5,5,27,0,0,1.0,0.15625,1.0,1.0,27.0,84.375
2025-09,180,10,always_alarm,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,180,10,always_alarm,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,180,10,always_alarm,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,180,10,always_alarm,37,5,5,32,0,0,1.0,0.13513513513513514,1.0,1.0,32.0,86.48648648648648
2025-01,180,10,never_alarm,31,1,0,0,1,30,0.0,,0.0,0.0,10.0,32.25806451612903
2025-02,180,10,never_alarm,31,8,0,0,8,23,0.0,,0.0,0.0,80.0,258.06451612903226
2025-03,180,10,never_alarm,32,11,0,0,11,21,0.0,,0.0,0.0,110.0,343.75
2025-04,180,10,never_alarm,31,5,0,0,5,26,0.0,,0.0,0.0,50.0,161.29032258064515
2025-05,180,10,never_alarm,34,4,0,0,4,30,0.0,,0.0,0.0,40.0,117.64705882352942
2025-06,180,10,never_alarm,32,2,0,0,2,30,0.0,,0.0,0.0,20.0,62.5
2025-07,180,10,never_alarm,34,2,0,0,2,32,0.0,,0.0,0.0,20.0,58.82352941176471
2025-08,180,10,never_alarm,32,5,0,0,5,27,0.0,,0.0,0.0,50.0,156.25
2025-09,180,10,never_alarm,32,7,0,0,7,25,0.0,,0.0,0.0,70.0,218.75
2025-10,180,10,never_alarm,44,13,0,0,13,31,0.0,,0.0,0.0,130.0,295.45454545454544
2025-11,180,10,never_alarm,41,9,0,0,9,32,0.0,,0.0,0.0,90.0,219.51219512195124
2025-12,180,10,never_alarm,37,5,0,0,5,32,0.0,,0.0,0.0,50.0,135.13513513513513
2025-01,180,20,logistic_empirical,31,1,0,2,1,28,0.0,0.0,0.06666666666666667,0.06451612903225806,22.0,70.96774193548387
2025-02,180,20,logistic_empirical,31,8,4,10,4,13,0.5,0.2857142857142857,0.43478260869565216,0.45161290322580644,90.0,290.3225806451613
2025-03,180,20,logistic_empirical,32,11,7,17,4,4,0.6363636363636364,0.2916666666666667,0.8095238095238095,0.75,97.0,303.125
2025-04,180,20,logistic_empirical,31,5,0,8,5,18,0.0,0.0,0.3076923076923077,0.25806451612903225,108.0,348.38709677419354
2025-05,180,20,logistic_empirical,34,4,2,19,2,11,0.5,0.09523809523809523,0.6333333333333333,0.6176470588235294,59.0,173.52941176470588
2025-06,180,20,logistic_empirical,32,2,1,12,1,18,0.5,0.07692307692307693,0.4,0.40625,32.0,100.0
2025-07,180,20,logistic_empirical,34,2,2,20,0,12,1.0,0.09090909090909091,0.625,0.6470588235294118,20.0,58.82352941176471
2025-08,180,20,logistic_empirical,32,5,3,12,2,15,0.6,0.2,0.4444444444444444,0.46875,52.0,162.5
2025-09,180,20,logistic_empirical,32,7,4,20,3,5,0.5714285714285714,0.16666666666666666,0.8,0.75,80.0,250.0
2025-10,180,20,logistic_empirical,44,13,11,24,2,7,0.8461538461538461,0.3142857142857143,0.7741935483870968,0.7954545454545454,64.0,145.45454545454547
2025-11,180,20,logistic_empirical,41,9,7,29,2,3,0.7777777777777778,0.19444444444444445,0.90625,0.8780487804878049,69.0,168.29268292682926
2025-12,180,20,logistic_empirical,37,5,2,12,3,20,0.4,0.14285714285714285,0.375,0.3783783783783784,72.0,194.5945945945946
2025-01,180,20,logistic_bayes,31,1,1,21,0,9,1.0,0.045454545454545456,0.7,0.7096774193548387,21.0,67.74193548387096
2025-02,180,20,logistic_bayes,31,8,8,23,0,0,1.0,0.25806451612903225,1.0,1.0,23.0,74.19354838709677
2025-03,180,20,logistic_bayes,32,11,10,20,1,1,0.9090909090909091,0.3333333333333333,0.9523809523809523,0.9375,40.0,125.0
2025-04,180,20,logistic_bayes,31,5,5,26,0,0,1.0,0.16129032258064516,1.0,1.0,26.0,83.87096774193549
2025-05,180,20,logistic_bayes,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,180,20,logistic_bayes,32,2,2,30,0,0,1.0,0.0625,1.0,1.0,30.0,93.75
2025-07,180,20,logistic_bayes,34,2,2,32,0,0,1.0,0.058823529411764705,1.0,1.0,32.0,94.11764705882352
2025-08,180,20,logistic_bayes,32,5,5,26,0,1,1.0,0.16129032258064516,0.9629629629629629,0.96875,26.0,81.25
2025-09,180,20,logistic_bayes,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,180,20,logistic_bayes,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,180,20,logistic_bayes,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,180,20,logistic_bayes,37,5,5,31,0,1,1.0,0.1388888888888889,0.96875,0.972972972972973,31.0,83.78378378378379
2025-01,180,20,logistic_fixed_030,31,1,0,0,1,30,0.0,,0.0,0.0,20.0,64.51612903225806
2025-02,180,20,logistic_fixed_030,31,8,0,0,8,23,0.0,,0.0,0.0,160.0,516.1290322580645
2025-03,180,20,logistic_fixed_030,32,11,1,0,10,21,0.09090909090909091,1.0,0.0,0.03125,200.0,625.0
2025-04,180,20,logistic_fixed_030,31,5,0,0,5,26,0.0,,0.0,0.0,100.0,322.5806451612903
2025-05,180,20,logistic_fixed_030,34,4,0,1,4,29,0.0,0.0,0.03333333333333333,0.029411764705882353,81.0,238.23529411764704
2025-06,180,20,logistic_fixed_030,32,2,0,0,2,30,0.0,,0.0,0.0,40.0,125.0
2025-07,180,20,logistic_fixed_030,34,2,0,1,2,31,0.0,0.0,0.03125,0.029411764705882353,41.0,120.58823529411764
2025-08,180,20,logistic_fixed_030,32,5,0,0,5,27,0.0,,0.0,0.0,100.0,312.5
2025-09,180,20,logistic_fixed_030,32,7,0,0,7,25,0.0,,0.0,0.0,140.0,437.5
2025-10,180,20,logistic_fixed_030,44,13,0,0,13,31,0.0,,0.0,0.0,260.0,590.9090909090909
2025-11,180,20,logistic_fixed_030,41,9,0,1,9,31,0.0,0.0,0.03125,0.024390243902439025,181.0,441.4634146341464
2025-12,180,20,logistic_fixed_030,37,5,0,0,5,32,0.0,,0.0,0.0,100.0,270.27027027027026
2025-01,180,20,residual_bayes,31,1,0,1,1,29,0.0,0.0,0.03333333333333333,0.03225806451612903,21.0,67.74193548387096
2025-02,180,20,residual_bayes,31,8,7,12,1,11,0.875,0.3684210526315789,0.5217391304347826,0.6129032258064516,32.0,103.2258064516129
2025-03,180,20,residual_bayes,32,11,8,16,3,5,0.7272727272727273,0.3333333333333333,0.7619047619047619,0.75,76.0,237.5
2025-04,180,20,residual_bayes,31,5,3,10,2,16,0.6,0.23076923076923078,0.38461538461538464,0.41935483870967744,50.0,161.29032258064515
2025-05,180,20,residual_bayes,34,4,3,22,1,8,0.75,0.12,0.7333333333333333,0.7352941176470589,42.0,123.52941176470588
2025-06,180,20,residual_bayes,32,2,1,17,1,13,0.5,0.05555555555555555,0.5666666666666667,0.5625,37.0,115.625
2025-07,180,20,residual_bayes,34,2,2,24,0,8,1.0,0.07692307692307693,0.75,0.7647058823529411,24.0,70.58823529411765
2025-08,180,20,residual_bayes,32,5,3,15,2,12,0.6,0.16666666666666666,0.5555555555555556,0.5625,55.0,171.875
2025-09,180,20,residual_bayes,32,7,5,22,2,3,0.7142857142857143,0.18518518518518517,0.88,0.84375,62.0,193.75
2025-10,180,20,residual_bayes,44,13,11,26,2,5,0.8461538461538461,0.2972972972972973,0.8387096774193549,0.8409090909090909,66.0,150.0
2025-11,180,20,residual_bayes,41,9,7,32,2,0,0.7777777777777778,0.1794871794871795,1.0,0.9512195121951219,72.0,175.609756097561
2025-12,180,20,residual_bayes,37,5,2,14,3,18,0.4,0.125,0.4375,0.43243243243243246,74.0,200.0
2025-01,180,20,always_alarm,31,1,1,30,0,0,1.0,0.03225806451612903,1.0,1.0,30.0,96.7741935483871
2025-02,180,20,always_alarm,31,8,8,23,0,0,1.0,0.25806451612903225,1.0,1.0,23.0,74.19354838709677
2025-03,180,20,always_alarm,32,11,11,21,0,0,1.0,0.34375,1.0,1.0,21.0,65.625
2025-04,180,20,always_alarm,31,5,5,26,0,0,1.0,0.16129032258064516,1.0,1.0,26.0,83.87096774193549
2025-05,180,20,always_alarm,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,180,20,always_alarm,32,2,2,30,0,0,1.0,0.0625,1.0,1.0,30.0,93.75
2025-07,180,20,always_alarm,34,2,2,32,0,0,1.0,0.058823529411764705,1.0,1.0,32.0,94.11764705882352
2025-08,180,20,always_alarm,32,5,5,27,0,0,1.0,0.15625,1.0,1.0,27.0,84.375
2025-09,180,20,always_alarm,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,180,20,always_alarm,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,180,20,always_alarm,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,180,20,always_alarm,37,5,5,32,0,0,1.0,0.13513513513513514,1.0,1.0,32.0,86.48648648648648
2025-01,180,20,never_alarm,31,1,0,0,1,30,0.0,,0.0,0.0,20.0,64.51612903225806
2025-02,180,20,never_alarm,31,8,0,0,8,23,0.0,,0.0,0.0,160.0,516.1290322580645
2025-03,180,20,never_alarm,32,11,0,0,11,21,0.0,,0.0,0.0,220.0,687.5
2025-04,180,20,never_alarm,31,5,0,0,5,26,0.0,,0.0,0.0,100.0,322.5806451612903
