month,horizon,cost_ratio,policy,n,events,tp,fp,fn,tn,recall,precision,false_alarm_rate,alarm_share,total_cost,cost_per_100
2025-03,60,10,never_alarm,32,12,0,0,12,20,0.0,,0.0,0.0,120.0,375.0
2025-04,60,10,never_alarm,31,5,0,0,5,26,0.0,,0.0,0.0,50.0,161.29032258064515
2025-05,60,10,never_alarm,34,4,0,0,4,30,0.0,,0.0,0.0,40.0,117.64705882352942
2025-06,60,10,never_alarm,31,2,0,0,2,29,0.0,,0.0,0.0,20.0,64.51612903225806
2025-07,60,10,never_alarm,33,1,0,0,1,32,0.0,,0.0,0.0,10.0,30.303030303030305
2025-08,60,10,never_alarm,33,5,0,0,5,28,0.0,,0.0,0.0,50.0,151.5151515151515
2025-09,60,10,never_alarm,32,7,0,0,7,25,0.0,,0.0,0.0,70.0,218.75
2025-10,60,10,never_alarm,44,13,0,0,13,31,0.0,,0.0,0.0,130.0,295.45454545454544
2025-11,60,10,never_alarm,41,9,0,0,9,32,0.0,,0.0,0.0,90.0,219.51219512195124
2025-12,60,10,never_alarm,37,5,0,0,5,32,0.0,,0.0,0.0,50.0,135.13513513513513
2025-01,60,20,logistic_empirical,31,1,1,4,0,26,1.0,0.2,0.13333333333333333,0.16129032258064516,4.0,12.903225806451612
2025-02,60,20,logistic_empirical,30,8,7,13,1,9,0.875,0.35,0.5909090909090909,0.6666666666666666,33.0,110.00000000000001
2025-03,60,20,logistic_empirical,32,12,10,16,2,4,0.8333333333333334,0.38461538461538464,0.8,0.8125,56.0,175.0
2025-04,60,20,logistic_empirical,31,5,5,11,0,15,1.0,0.3125,0.4230769230769231,0.5161290322580645,11.0,35.483870967741936
2025-05,60,20,logistic_empirical,34,4,4,23,0,7,1.0,0.14814814814814814,0.7666666666666667,0.7941176470588235,23.0,67.64705882352942
2025-06,60,20,logistic_empirical,31,2,1,16,1,13,0.5,0.058823529411764705,0.5517241379310345,0.5483870967741935,36.0,116.12903225806453
2025-07,60,20,logistic_empirical,33,1,1,25,0,7,1.0,0.038461538461538464,0.78125,0.7878787878787878,25.0,75.75757575757575
2025-08,60,20,logistic_empirical,33,5,3,15,2,13,0.6,0.16666666666666666,0.5357142857142857,0.5454545454545454,55.0,166.66666666666669
2025-09,60,20,logistic_empirical,32,7,7,22,0,3,1.0,0.2413793103448276,0.88,0.90625,22.0,68.75
2025-10,60,20,logistic_empirical,44,13,13,24,0,7,1.0,0.35135135135135137,0.7741935483870968,0.8409090909090909,24.0,54.54545454545454
2025-11,60,20,logistic_empirical,41,9,9,25,0,7,1.0,0.2647058823529412,0.78125,0.8292682926829268,25.0,60.97560975609756
2025-12,60,20,logistic_empirical,37,5,4,18,1,14,0.8,0.18181818181818182,0.5625,0.5945945945945946,38.0,102.7027027027027
2025-01,60,20,logistic_bayes,31,1,1,8,0,22,1.0,0.1111111111111111,0.26666666666666666,0.2903225806451613,8.0,25.806451612903224
2025-02,60,20,logistic_bayes,30,8,7,20,1,2,0.875,0.25925925925925924,0.9090909090909091,0.9,40.0,133.33333333333331
2025-03,60,20,logistic_bayes,32,12,10,18,2,2,0.8333333333333334,0.35714285714285715,0.9,0.875,58.0,181.25
2025-04,60,20,logistic_bayes,31,5,5,18,0,8,1.0,0.21739130434782608,0.6923076923076923,0.7419354838709677,18.0,58.06451612903226
2025-05,60,20,logistic_bayes,34,4,4,28,0,2,1.0,0.125,0.9333333333333333,0.9411764705882353,28.0,82.35294117647058
2025-06,60,20,logistic_bayes,31,2,2,26,0,3,1.0,0.07142857142857142,0.896551724137931,0.9032258064516129,26.0,83.87096774193549
2025-07,60,20,logistic_bayes,33,1,1,31,0,1,1.0,0.03125,0.96875,0.9696969696969697,31.0,93.93939393939394
2025-08,60,20,logistic_bayes,33,5,3,22,2,6,0.6,0.12,0.7857142857142857,0.7575757575757576,62.0,187.87878787878788
2025-09,60,20,logistic_bayes,32,7,7,23,0,2,1.0,0.23333333333333334,0.92,0.9375,23.0,71.875
2025-10,60,20,logistic_bayes,44,13,13,29,0,2,1.0,0.30952380952380953,0.9354838709677419,0.9545454545454546,29.0,65.9090909090909
2025-11,60,20,logistic_bayes,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,60,20,logistic_bayes,37,5,4,28,1,4,0.8,0.125,0.875,0.8648648648648649,48.0,129.72972972972974
2025-01,60,20,logistic_fixed_030,31,1,0,0,1,30,0.0,,0.0,0.0,20.0,64.51612903225806
2025-02,60,20,logistic_fixed_030,30,8,1,0,7,22,0.125,1.0,0.0,0.03333333333333333,140.0,466.6666666666667
2025-03,60,20,logistic_fixed_030,32,12,4,3,8,17,0.3333333333333333,0.5714285714285714,0.15,0.21875,163.0,509.375
2025-04,60,20,logistic_fixed_030,31,5,0,2,5,24,0.0,0.0,0.07692307692307693,0.06451612903225806,102.0,329.03225806451616
2025-05,60,20,logistic_fixed_030,34,4,0,1,4,29,0.0,0.0,0.03333333333333333,0.029411764705882353,81.0,238.23529411764704
2025-06,60,20,logistic_fixed_030,31,2,0,0,2,29,0.0,,0.0,0.0,40.0,129.03225806451613
2025-07,60,20,logistic_fixed_030,33,1,0,0,1,32,0.0,,0.0,0.0,20.0,60.60606060606061
2025-08,60,20,logistic_fixed_030,33,5,0,1,5,27,0.0,0.0,0.03571428571428571,0.030303030303030304,101.0,306.06060606060606
2025-09,60,20,logistic_fixed_030,32,7,0,0,7,25,0.0,,0.0,0.0,140.0,437.5
2025-10,60,20,logistic_fixed_030,44,13,1,4,12,27,0.07692307692307693,0.2,0.12903225806451613,0.11363636363636363,244.0,554.5454545454546
2025-11,60,20,logistic_fixed_030,41,9,2,5,7,27,0.2222222222222222,0.2857142857142857,0.15625,0.17073170731707318,145.0,353.6585365853659
2025-12,60,20,logistic_fixed_030,37,5,0,2,5,30,0.0,0.0,0.0625,0.05405405405405406,102.0,275.6756756756757
2025-01,60,20,residual_bayes,31,1,1,4,0,26,1.0,0.2,0.13333333333333333,0.16129032258064516,4.0,12.903225806451612
2025-02,60,20,residual_bayes,30,8,7,15,1,7,0.875,0.3181818181818182,0.6818181818181818,0.7333333333333333,35.0,116.66666666666667
2025-03,60,20,residual_bayes,32,12,10,17,2,3,0.8333333333333334,0.37037037037037035,0.85,0.84375,57.0,178.125
2025-04,60,20,residual_bayes,31,5,5,13,0,13,1.0,0.2777777777777778,0.5,0.5806451612903226,13.0,41.935483870967744
2025-05,60,20,residual_bayes,34,4,4,24,0,6,1.0,0.14285714285714285,0.8,0.8235294117647058,24.0,70.58823529411765
2025-06,60,20,residual_bayes,31,2,1,22,1,7,0.5,0.043478260869565216,0.7586206896551724,0.7419354838709677,42.0,135.48387096774192
2025-07,60,20,residual_bayes,33,1,1,27,0,5,1.0,0.03571428571428571,0.84375,0.8484848484848485,27.0,81.81818181818183
2025-08,60,20,residual_bayes,33,5,3,16,2,12,0.6,0.15789473684210525,0.5714285714285714,0.5757575757575758,56.0,169.6969696969697
2025-09,60,20,residual_bayes,32,7,7,23,0,2,1.0,0.23333333333333334,0.92,0.9375,23.0,71.875
2025-10,60,20,residual_bayes,44,13,13,26,0,5,1.0,0.3333333333333333,0.8387096774193549,0.8863636363636364,26.0,59.09090909090909
2025-11,60,20,residual_bayes,41,9,9,29,0,3,1.0,0.23684210526315788,0.90625,0.926829268292683,29.0,70.73170731707317
2025-12,60,20,residual_bayes,37,5,4,21,1,11,0.8,0.16,0.65625,0.6756756756756757,41.0,110.8108108108108
2025-01,60,20,always_alarm,31,1,1,30,0,0,1.0,0.03225806451612903,1.0,1.0,30.0,96.7741935483871
2025-02,60,20,always_alarm,30,8,8,22,0,0,1.0,0.26666666666666666,1.0,1.0,22.0,73.33333333333333
2025-03,60,20,always_alarm,32,12,12,20,0,0,1.0,0.375,1.0,1.0,20.0,62.5
2025-04,60,20,always_alarm,31,5,5,26,0,0,1.0,0.16129032258064516,1.0,1.0,26.0,83.87096774193549
2025-05,60,20,always_alarm,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,60,20,always_alarm,31,2,2,29,0,0,1.0,0.06451612903225806,1.0,1.0,29.0,93.54838709677419
2025-07,60,20,always_alarm,33,1,1,32,0,0,1.0,0.030303030303030304,1.0,1.0,32.0,96.96969696969697
2025-08,60,20,always_alarm,33,5,5,28,0,0,1.0,0.15151515151515152,1.0,1.0,28.0,84.84848484848484
2025-09,60,20,always_alarm,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,60,20,always_alarm,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,60,20,always_alarm,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,60,20,always_alarm,37,5,5,32,0,0,1.0,0.13513513513513514,1.0,1.0,32.0,86.48648648648648
2025-01,60,20,never_alarm,31,1,0,0,1,30,0.0,,0.0,0.0,20.0,64.51612903225806
2025-02,60,20,never_alarm,30,8,0,0,8,22,0.0,,0.0,0.0,160.0,533.3333333333333
2025-03,60,20,never_alarm,32,12,0,0,12,20,0.0,,0.0,0.0,240.0,750.0
2025-04,60,20,never_alarm,31,5,0,0,5,26,0.0,,0.0,0.0,100.0,322.5806451612903
2025-05,60,20,never_alarm,34,4,0,0,4,30,0.0,,0.0,0.0,80.0,235.29411764705884
2025-06,60,20,never_alarm,31,2,0,0,2,29,0.0,,0.0,0.0,40.0,129.03225806451613
2025-07,60,20,never_alarm,33,1,0,0,1,32,0.0,,0.0,0.0,20.0,60.60606060606061
2025-08,60,20,never_alarm,33,5,0,0,5,28,0.0,,0.0,0.0,100.0,303.030303030303
2025-09,60,20,never_alarm,32,7,0,0,7,25,0.0,,0.0,0.0,140.0,437.5
2025-10,60,20,never_alarm,44,13,0,0,13,31,0.0,,0.0,0.0,260.0,590.9090909090909
2025-11,60,20,never_alarm,41,9,0,0,9,32,0.0,,0.0,0.0,180.0,439.0243902439025
2025-12,60,20,never_alarm,37,5,0,0,5,32,0.0,,0.0,0.0,100.0,270.27027027027026
2025-01,60,50,logistic_empirical,31,1,1,26,0,4,1.0,0.037037037037037035,0.8666666666666667,0.8709677419354839,26.0,83.87096774193549
2025-02,60,50,logistic_empirical,30,8,8,22,0,0,1.0,0.26666666666666666,1.0,1.0,22.0,73.33333333333333
2025-03,60,50,logistic_empirical,32,12,11,19,1,1,0.9166666666666666,0.36666666666666664,0.95,0.9375,69.0,215.625
2025-04,60,50,logistic_empirical,31,5,5,26,0,0,1.0,0.16129032258064516,1.0,1.0,26.0,83.87096774193549
2025-05,60,50,logistic_empirical,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,60,50,logistic_empirical,31,2,2,29,0,0,1.0,0.06451612903225806,1.0,1.0,29.0,93.54838709677419
2025-07,60,50,logistic_empirical,33,1,1,32,0,0,1.0,0.030303030303030304,1.0,1.0,32.0,96.96969696969697
2025-08,60,50,logistic_empirical,33,5,5,28,0,0,1.0,0.15151515151515152,1.0,1.0,28.0,84.84848484848484
2025-09,60,50,logistic_empirical,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,60,50,logistic_empirical,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,60,50,logistic_empirical,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,60,50,logistic_empirical,37,5,5,32,0,0,1.0,0.13513513513513514,1.0,1.0,32.0,86.48648648648648
2025-01,60,50,logistic_bayes,31,1,1,16,0,14,1.0,0.058823529411764705,0.5333333333333333,0.5483870967741935,16.0,51.61290322580645
2025-02,60,50,logistic_bayes,30,8,7,22,1,0,0.875,0.2413793103448276,1.0,0.9666666666666667,72.0,240.0
2025-03,60,50,logistic_bayes,32,12,10,19,2,1,0.8333333333333334,0.3448275862068966,0.95,0.90625,119.0,371.875
2025-04,60,50,logistic_bayes,31,5,5,23,0,3,1.0,0.17857142857142858,0.8846153846153846,0.9032258064516129,23.0,74.19354838709677
2025-05,60,50,logistic_bayes,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,60,50,logistic_bayes,31,2,2,29,0,0,1.0,0.06451612903225806,1.0,1.0,29.0,93.54838709677419
2025-07,60,50,logistic_bayes,33,1,1,31,0,1,1.0,0.03125,0.96875,0.9696969696969697,31.0,93.93939393939394
2025-08,60,50,logistic_bayes,33,5,4,26,1,2,0.8,0.13333333333333333,0.9285714285714286,0.9090909090909091,76.0,230.3030303030303
2025-09,60,50,logistic_bayes,32,7,7,24,0,1,1.0,0.22580645161290322,0.96,0.96875,24.0,75.0
2025-10,60,50,logistic_bayes,44,13,13,30,0,1,1.0,0.3023255813953488,0.967741935483871,0.9772727272727273,30.0,68.18181818181817
2025-11,60,50,logistic_bayes,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,60,50,logistic_bayes,37,5,5,29,0,3,1.0,0.14705882352941177,0.90625,0.918918918918919,29.0,78.37837837837837
2025-01,60,50,logistic_fixed_030,31,1,0,0,1,30,0.0,,0.0,0.0,50.0,161.29032258064515
2025-02,60,50,logistic_fixed_030,30,8,1,0,7,22,0.125,1.0,0.0,0.03333333333333333,350.0,1166.6666666666665
2025-03,60,50,logistic_fixed_030,32,12,4,3,8,17,0.3333333333333333,0.5714285714285714,0.15,0.21875,403.0,1259.375
2025-04,60,50,logistic_fixed_030,31,5,0,2,5,24,0.0,0.0,0.07692307692307693,0.06451612903225806,252.0,812.9032258064516
2025-05,60,50,logistic_fixed_030,34,4,0,1,4,29,0.0,0.0,0.03333333333333333,0.029411764705882353,201.0,591.1764705882354
2025-06,60,50,logistic_fixed_030,31,2,0,0,2,29,0.0,,0.0,0.0,100.0,322.5806451612903
2025-07,60,50,logistic_fixed_030,33,1,0,0,1,32,0.0,,0.0,0.0,50.0,151.5151515151515
2025-08,60,50,logistic_fixed_030,33,5,0,1,5,27,0.0,0.0,0.03571428571428571,0.030303030303030304,251.0,760.6060606060606
2025-09,60,50,logistic_fixed_030,32,7,0,0,7,25,0.0,,0.0,0.0,350.0,1093.75
2025-10,60,50,logistic_fixed_030,44,13,1,4,12,27,0.07692307692307693,0.2,0.12903225806451613,0.11363636363636363,604.0,1372.7272727272727
2025-11,60,50,logistic_fixed_030,41,9,2,5,7,27,0.2222222222222222,0.2857142857142857,0.15625,0.17073170731707318,355.0,865.8536585365854
2025-12,60,50,logistic_fixed_030,37,5,0,2,5,30,0.0,0.0,0.0625,0.05405405405405406,252.0,681.081081081081
2025-01,60,50,residual_bayes,31,1,1,10,0,20,1.0,0.09090909090909091,0.3333333333333333,0.3548387096774194,10.0,32.25806451612903
2025-02,60,50,residual_bayes,30,8,7,22,1,0,0.875,0.2413793103448276,1.0,0.9666666666666667,72.0,240.0
2025-03,60,50,residual_bayes,32,12,10,19,2,1,0.8333333333333334,0.3448275862068966,0.95,0.90625,119.0,371.875
2025-04,60,50,residual_bayes,31,5,5,22,0,4,1.0,0.18518518518518517,0.8461538461538461,0.8709677419354839,22.0,70.96774193548387
2025-05,60,50,residual_bayes,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,60,50,residual_bayes,31,2,2,29,0,0,1.0,0.06451612903225806,1.0,1.0,29.0,93.54838709677419
2025-07,60,50,residual_bayes,33,1,1,31,0,1,1.0,0.03125,0.96875,0.9696969696969697,31.0,93.93939393939394
2025-08,60,50,residual_bayes,33,5,4,25,1,3,0.8,0.13793103448275862,0.8928571428571429,0.8787878787878788,75.0,227.27272727272728
2025-09,60,50,residual_bayes,32,7,7,23,0,2,1.0,0.23333333333333334,0.92,0.9375,23.0,71.875
2025-10,60,50,residual_bayes,44,13,13,30,0,1,1.0,0.3023255813953488,0.967741935483871,0.9772727272727273,30.0,68.18181818181817
2025-11,60,50,residual_bayes,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,60,50,residual_bayes,37,5,5,28,0,4,1.0,0.15151515151515152,0.875,0.8918918918918919,28.0,75.67567567567568
2025-01,60,50,always_alarm,31,1,1,30,0,0,1.0,0.03225806451612903,1.0,1.0,30.0,96.7741935483871
2025-02,60,50,always_alarm,30,8,8,22,0,0,1.0,0.26666666666666666,1.0,1.0,22.0,73.33333333333333
2025-03,60,50,always_alarm,32,12,12,20,0,0,1.0,0.375,1.0,1.0,20.0,62.5
2025-04,60,50,always_alarm,31,5,5,26,0,0,1.0,0.16129032258064516,1.0,1.0,26.0,83.87096774193549
2025-05,60,50,always_alarm,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,60,50,always_alarm,31,2,2,29,0,0,1.0,0.06451612903225806,1.0,1.0,29.0,93.54838709677419
2025-07,60,50,always_alarm,33,1,1,32,0,0,1.0,0.030303030303030304,1.0,1.0,32.0,96.96969696969697
2025-08,60,50,always_alarm,33,5,5,28,0,0,1.0,0.15151515151515152,1.0,1.0,28.0,84.84848484848484
2025-09,60,50,always_alarm,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,60,50,always_alarm,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,60,50,always_alarm,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,60,50,always_alarm,37,5,5,32,0,0,1.0,0.13513513513513514,1.0,1.0,32.0,86.48648648648648
2025-01,60,50,never_alarm,31,1,0,0,1,30,0.0,,0.0,0.0,50.0,161.29032258064515
2025-02,60,50,never_alarm,30,8,0,0,8,22,0.0,,0.0,0.0,400.0,1333.3333333333335
2025-03,60,50,never_alarm,32,12,0,0,12,20,0.0,,0.0,0.0,600.0,1875.0
2025-04,60,50,never_alarm,31,5,0,0,5,26,0.0,,0.0,0.0,250.0,806.4516129032259
2025-05,60,50,never_alarm,34,4,0,0,4,30,0.0,,0.0,0.0,200.0,588.2352941176471
2025-06,60,50,never_alarm,31,2,0,0,2,29,0.0,,0.0,0.0,100.0,322.5806451612903
2025-07,60,50,never_alarm,33,1,0,0,1,32,0.0,,0.0,0.0,50.0,151.5151515151515
2025-08,60,50,never_alarm,33,5,0,0,5,28,0.0,,0.0,0.0,250.0,757.5757575757576
2025-09,60,50,never_alarm,32,7,0,0,7,25,0.0,,0.0,0.0,350.0,1093.75
2025-10,60,50,never_alarm,44,13,0,0,13,31,0.0,,0.0,0.0,650.0,1477.2727272727273
2025-11,60,50,never_alarm,41,9,0,0,9,32,0.0,,0.0,0.0,450.0,1097.5609756097563
2025-12,60,50,never_alarm,37,5,0,0,5,32,0.0,,0.0,0.0,250.0,675.6756756756757
2025-01,120,1,logistic_empirical,31,1,0,0,1,30,0.0,,0.0,0.0,1.0,3.225806451612903
2025-02,120,1,logistic_empirical,31,8,0,0,8,23,0.0,,0.0,0.0,8.0,25.806451612903224
2025-03,120,1,logistic_empirical,33,12,0,0,12,21,0.0,,0.0,0.0,12.0,36.36363636363637
2025-04,120,1,logistic_empirical,30,5,0,0,5,25,0.0,,0.0,0.0,5.0,16.666666666666664
2025-05,120,1,logistic_empirical,34,4,0,0,4,30,0.0,,0.0,0.0,4.0,11.76470588235294
2025-06,120,1,logistic_empirical,32,2,0,0,2,30,0.0,,0.0,0.0,2.0,6.25
2025-07,120,1,logistic_empirical,34,2,0,0,2,32,0.0,,0.0,0.0,2.0,5.88235294117647
2025-08,120,1,logistic_empirical,33,5,0,1,5,27,0.0,0.0,0.03571428571428571,0.030303030303030304,6.0,18.181818181818183
2025-09,120,1,logistic_empirical,32,7,0,0,7,25,0.0,,0.0,0.0,7.0,21.875
2025-10,120,1,logistic_empirical,44,13,0,0,13,31,0.0,,0.0,0.0,13.0,29.545454545454547
2025-11,120,1,logistic_empirical,41,9,0,0,9,32,0.0,,0.0,0.0,9.0,21.951219512195124
2025-12,120,1,logistic_empirical,37,5,0,0,5,32,0.0,,0.0,0.0,5.0,13.513513513513514
2025-01,120,1,logistic_bayes,31,1,0,0,1,30,0.0,,0.0,0.0,1.0,3.225806451612903
2025-02,120,1,logistic_bayes,31,8,0,0,8,23,0.0,,0.0,0.0,8.0,25.806451612903224
2025-03,120,1,logistic_bayes,33,12,0,0,12,21,0.0,,0.0,0.0,12.0,36.36363636363637
2025-04,120,1,logistic_bayes,30,5,0,0,5,25,0.0,,0.0,0.0,5.0,16.666666666666664
2025-05,120,1,logistic_bayes,34,4,0,0,4,30,0.0,,0.0,0.0,4.0,11.76470588235294
2025-06,120,1,logistic_bayes,32,2,0,0,2,30,0.0,,0.0,0.0,2.0,6.25
2025-07,120,1,logistic_bayes,34,2,0,0,2,32,0.0,,0.0,0.0,2.0,5.88235294117647
2025-08,120,1,logistic_bayes,33,5,0,1,5,27,0.0,0.0,0.03571428571428571,0.030303030303030304,6.0,18.181818181818183
2025-09,120,1,logistic_bayes,32,7,0,0,7,25,0.0,,0.0,0.0,7.0,21.875
2025-10,120,1,logistic_bayes,44,13,0,0,13,31,0.0,,0.0,0.0,13.0,29.545454545454547
2025-11,120,1,logistic_bayes,41,9,0,0,9,32,0.0,,0.0,0.0,9.0,21.951219512195124
2025-12,120,1,logistic_bayes,37,5,0,0,5,32,0.0,,0.0,0.0,5.0,13.513513513513514
2025-01,120,1,logistic_fixed_030,31,1,0,0,1,30,0.0,,0.0,0.0,1.0,3.225806451612903
2025-02,120,1,logistic_fixed_030,31,8,0,0,8,23,0.0,,0.0,0.0,8.0,25.806451612903224
2025-03,120,1,logistic_fixed_030,33,12,4,1,8,20,0.3333333333333333,0.8,0.047619047619047616,0.15151515151515152,9.0,27.27272727272727
2025-04,120,1,logistic_fixed_030,30,5,0,1,5,24,0.0,0.0,0.04,0.03333333333333333,6.0,20.0
2025-05,120,1,logistic_fixed_030,34,4,0,0,4,30,0.0,,0.0,0.0,4.0,11.76470588235294
2025-06,120,1,logistic_fixed_030,32,2,0,0,2,30,0.0,,0.0,0.0,2.0,6.25
2025-07,120,1,logistic_fixed_030,34,2,1,0,1,32,0.5,1.0,0.0,0.029411764705882353,1.0,2.941176470588235
2025-08,120,1,logistic_fixed_030,33,5,0,1,5,27,0.0,0.0,0.03571428571428571,0.030303030303030304,6.0,18.181818181818183
2025-09,120,1,logistic_fixed_030,32,7,1,0,6,25,0.14285714285714285,1.0,0.0,0.03125,6.0,18.75
2025-10,120,1,logistic_fixed_030,44,13,1,0,12,31,0.07692307692307693,1.0,0.0,0.022727272727272728,12.0,27.27272727272727
2025-11,120,1,logistic_fixed_030,41,9,1,1,8,31,0.1111111111111111,0.5,0.03125,0.04878048780487805,9.0,21.951219512195124
2025-12,120,1,logistic_fixed_030,37,5,0,1,5,31,0.0,0.0,0.03125,0.02702702702702703,6.0,16.216216216216218
2025-01,120,1,residual_bayes,31,1,0,0,1,30,0.0,,0.0,0.0,1.0,3.225806451612903
2025-02,120,1,residual_bayes,31,8,0,0,8,23,0.0,,0.0,0.0,8.0,25.806451612903224
2025-03,120,1,residual_bayes,33,12,3,1,9,20,0.25,0.75,0.047619047619047616,0.12121212121212122,10.0,30.303030303030305
2025-04,120,1,residual_bayes,30,5,0,0,5,25,0.0,,0.0,0.0,5.0,16.666666666666664
2025-05,120,1,residual_bayes,34,4,0,0,4,30,0.0,,0.0,0.0,4.0,11.76470588235294
2025-06,120,1,residual_bayes,32,2,0,0,2,30,0.0,,0.0,0.0,2.0,6.25
2025-07,120,1,residual_bayes,34,2,1,0,1,32,0.5,1.0,0.0,0.029411764705882353,1.0,2.941176470588235
2025-08,120,1,residual_bayes,33,5,0,1,5,27,0.0,0.0,0.03571428571428571,0.030303030303030304,6.0,18.181818181818183
2025-09,120,1,residual_bayes,32,7,0,0,7,25,0.0,,0.0,0.0,7.0,21.875
2025-10,120,1,residual_bayes,44,13,0,0,13,31,0.0,,0.0,0.0,13.0,29.545454545454547
2025-11,120,1,residual_bayes,41,9,0,1,9,31,0.0,0.0,0.03125,0.024390243902439025,10.0,24.390243902439025
2025-12,120,1,residual_bayes,37,5,0,0,5,32,0.0,,0.0,0.0,5.0,13.513513513513514
2025-01,120,1,always_alarm,31,1,1,30,0,0,1.0,0.03225806451612903,1.0,1.0,30.0,96.7741935483871
2025-02,120,1,always_alarm,31,8,8,23,0,0,1.0,0.25806451612903225,1.0,1.0,23.0,74.19354838709677
2025-03,120,1,always_alarm,33,12,12,21,0,0,1.0,0.36363636363636365,1.0,1.0,21.0,63.63636363636363
2025-04,120,1,always_alarm,30,5,5,25,0,0,1.0,0.16666666666666666,1.0,1.0,25.0,83.33333333333334
2025-05,120,1,always_alarm,34,4,4,30,0,0,1.0,0.11764705882352941,1.0,1.0,30.0,88.23529411764706
2025-06,120,1,always_alarm,32,2,2,30,0,0,1.0,0.0625,1.0,1.0,30.0,93.75
2025-07,120,1,always_alarm,34,2,2,32,0,0,1.0,0.058823529411764705,1.0,1.0,32.0,94.11764705882352
2025-08,120,1,always_alarm,33,5,5,28,0,0,1.0,0.15151515151515152,1.0,1.0,28.0,84.84848484848484
2025-09,120,1,always_alarm,32,7,7,25,0,0,1.0,0.21875,1.0,1.0,25.0,78.125
2025-10,120,1,always_alarm,44,13,13,31,0,0,1.0,0.29545454545454547,1.0,1.0,31.0,70.45454545454545
2025-11,120,1,always_alarm,41,9,9,32,0,0,1.0,0.21951219512195122,1.0,1.0,32.0,78.04878048780488
2025-12,120,1,always_alarm,37,5,5,32,0,0,1.0,0.13513513513513514,1.0,1.0,32.0,86.48648648648648
2025-01,120,1,never_alarm,31,1,0,0,1,30,0.0,,0.0,0.0,1.0,3.225806451612903
2025-02,120,1,never_alarm,31,8,0,0,8,23,0.0,,0.0,0.0,8.0,25.806451612903224
2025-03,120,1,never_alarm,33,12,0,0,12,21,0.0,,0.0,0.0,12.0,36.36363636363637
2025-04,120,1,never_alarm,30,5,0,0,5,25,0.0,,0.0,0.0,5.0,16.666666666666664
2025-05,120,1,never_alarm,34,4,0,0,4,30,0.0,,0.0,0.0,4.0,11.76470588235294
2025-06,120,1,never_alarm,32,2,0,0,2,30,0.0,,0.0,0.0,2.0,6.25
2025-07,120,1,never_alarm,34,2,0,0,2,32,0.0,,0.0,0.0,2.0,5.88235294117647
2025-08,120,1,never_alarm,33,5,0,0,5,28,0.0,,0.0,0.0,5.0,15.151515151515152
2025-09,120,1,never_alarm,32,7,0,0,7,25,0.0,,0.0,0.0,7.0,21.875
2025-10,120,1,never_alarm,44,13,0,0,13,31,0.0,,0.0,0.0,13.0,29.545454545454547
2025-11,120,1,never_alarm,41,9,0,0,9,32,0.0,,0.0,0.0,9.0,21.951219512195124
2025-12,120,1,never_alarm,37,5,0,0,5,32,0.0,,0.0,0.0,5.0,13.513513513513514
2025-01,120,2,logistic_empirical,31,1,0,0,1,30,0.0,,0.0,0.0,2.0,6.451612903225806
2025-02,120,2,logistic_empirical,31,8,0,0,8,23,0.0,,0.0,0.0,16.0,51.61290322580645
2025-03,120,2,logistic_empirical,33,12,0,0,12,21,0.0,,0.0,0.0,24.0,72.72727272727273
2025-04,120,2,logistic_empirical,30,5,0,0,5,25,0.0,,0.0,0.0,10.0,33.33333333333333
2025-05,120,2,logistic_empirical,34,4,0,0,4,30,0.0,,0.0,0.0,8.0,23.52941176470588
2025-06,120,2,logistic_empirical,32,2,0,0,2,30,0.0,,0.0,0.0,4.0,12.5
2025-07,120,2,logistic_empirical,34,2,0,0,2,32,0.0,,0.0,0.0,4.0,11.76470588235294
2025-08,120,2,logistic_empirical,33,5,0,1,5,27,0.0,0.0,0.03571428571428571,0.030303030303030304,11.0,33.33333333333333
