year,horizon,cost_ratio,policy,threshold,n,events,tp,fp,fn,tn,recall,precision,false_alarm_rate,alarm_share,total_cost,cost_per_100
2026,60,5,logistic_bayes,0.16666666666666666,236,34,23,77,11,125,0.6764705882352942,0.23,0.3811881188118812,0.423728813559322,132.0,55.932203389830505
2026,60,5,logistic_fixed_030,0.3,236,34,4,9,30,193,0.11764705882352941,0.3076923076923077,0.04455445544554455,0.05508474576271186,159.0,67.37288135593221
2026,60,5,residual_bayes,0.16666666666666666,236,34,23,95,11,107,0.6764705882352942,0.19491525423728814,0.47029702970297027,0.5,150.0,63.559322033898304
2026,60,5,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,60,5,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,170.0,72.03389830508475
2026,60,5,active_runtime,0.2,236,34,19,46,15,156,0.5588235294117647,0.2923076923076923,0.22772277227722773,0.2754237288135593,121.0,51.271186440677965
2026,60,5,active_bayes,0.16666666666666666,236,34,22,65,12,137,0.6470588235294118,0.25287356321839083,0.3217821782178218,0.3686440677966102,125.0,52.96610169491526
2026,60,10,logistic_empirical,0.11307113928779447,236,34,31,144,3,58,0.9117647058823529,0.17714285714285713,0.7128712871287128,0.7415254237288136,174.0,73.72881355932203
2026,60,10,logistic_bayes,0.09090909090909091,236,34,31,159,3,43,0.9117647058823529,0.1631578947368421,0.7871287128712872,0.8050847457627118,189.0,80.08474576271186
2026,60,10,logistic_fixed_030,0.3,236,34,4,9,30,193,0.11764705882352941,0.3076923076923077,0.04455445544554455,0.05508474576271186,309.0,130.9322033898305
2026,60,10,residual_bayes,0.09090909090909091,236,34,30,148,4,54,0.8823529411764706,0.16853932584269662,0.7326732673267327,0.7542372881355932,188.0,79.66101694915254
2026,60,10,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,60,10,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,340.0,144.0677966101695
2026,60,10,active_runtime,0.2,236,34,19,46,15,156,0.5588235294117647,0.2923076923076923,0.22772277227722773,0.2754237288135593,196.0,83.05084745762711
