at,status,cause,selected,forecast_status,forecast_h,hold_probability,alarm,baseline_sulfur,cetane_last,cetane_lower_bound,t95,selected_sulfur,selected_probability,selected_loss,dT6,dF9_pct,dP13,additive_pct,conflicts,reason,consistency_failed,oracle_admissible_points,oracle_grid_points,oracle_best_loss,oracle_best_probability,oracle_best_changes
2026-02-26T09:00:00,recommendation,recommendation,hold,ok,8.371140054602614,0.11033399282752299,False,8.33103178404132,52.599998474121094,51.073950360497975,350.0,8.371140054602614,0.11033399282752299,0.15270944945978934,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1315.0,4725.0,0.14755021442944874,0.09621039193135339,"{""temperature"": 5.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-02-26T15:00:00,recommendation,recommendation,hold,ok,8.797211217523248,0.18648382508999384,False,9.266921610650165,52.599998474121094,51.06125071201946,343.0,8.797211217523248,0.18648382508999384,0.25036097320582845,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,826.0,4725.0,0.2403859153842243,0.09930832338643392,"{""temperature"": 6.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-02-26T21:00:00,recommendation,recommendation,hold,ok,8.308045815089107,0.0980975658683052,False,8.071681661270352,52.599998474121094,51.048655022253364,343.0,8.308045815089107,0.0980975658683052,0.13954766942875896,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1403.0,4725.0,0.13359360115657984,0.09813885580428539,"{""temperature"": 6.0, ""feed_rate_pct"": 3.0, ""pressure"": 0.0}"
2026-02-27T03:00:00,recommendation,recommendation,hold,ok,8.651379374541571,0.16213388687363428,False,8.942530611210112,52.599998474121094,51.03616077923937,343.0,8.651379374541571,0.16213388687363428,0.22011235025931025,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,946.0,4725.0,0.21082811559097805,0.10190952884145077,"{""temperature"": 4.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-02-27T09:00:00,recommendation,recommendation,hold,ok,8.393469377474846,0.11440606343824511,False,8.299450839791984,52.599998474121094,51.02376557057762,343.0,8.393469377474846,0.11440606343824511,0.16206608436222814,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1281.0,4725.0,0.1556493708721498,0.09927647977428533,"{""temperature"": 5.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-02-27T15:00:00,recommendation,recommendation,hold,ok,8.519372372697326,0.13437583893085148,False,8.51344924613219,52.599998474121094,51.01146707799032,345.0,8.519372372697326,0.13437583893085148,0.18399986671697902,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1108.0,4725.0,0.18171938736643262,0.09915486386570704,"{""temperature"": 4.5, ""feed_rate_pct"": 1.0, ""pressure"": 0.05}"
2026-02-27T21:00:00,recommendation,recommendation,hold,ok,8.334510270103184,0.10275665371442766,False,7.99256766093036,52.599998474121094,50.99926307225941,345.0,8.335343014968133,0.10275665371442766,0.15778957760915724,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1370.0,4725.0,0.15329523823075925,0.0999657267654328,"{""temperature"": 6.0, ""feed_rate_pct"": 3.0, ""pressure"": 0.1}"
2026-02-28T03:00:00,recommendation,recommendation,hold,ok,8.476462967001144,0.1267387871948562,False,8.36696368223946,52.599998474121094,50.98715140850905,345.0,8.477224735517645,0.1267387871948562,0.1887452796997769,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1165.0,4725.0,0.18583488535795312,0.09921501627512064,"{""temperature"": 6.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.05}"
2026-02-28T09:00:00,recommendation,recommendation,hold,ok,8.552189608176958,0.14217920102295956,False,8.769707450740817,52.599998474121094,50.975130021804574,345.0,8.552913513372872,0.14217920102295956,0.20925522294692958,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1058.0,4725.0,0.20326568066938952,0.09939135432903035,"{""temperature"": 5.0, ""feed_rate_pct"": 1.0, ""pressure"": 0.0}"
2026-02-28T15:00:00,recommendation,recommendation,hold,ok,8.345077468824792,0.10501202252953445,False,8.129129727472606,52.599998474121094,50.96319692304241,350.0,8.34590493009038,0.10501202252953445,0.16113927633298547,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1348.0,4725.0,0.15666161970849257,0.09803330564523283,"{""temperature"": 4.5, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-02-28T21:00:00,recommendation,recommendation,hold,ok,8.690466997551066,0.17002128012633555,False,8.892756274226468,52.599998474121094,50.95135019510774,350.0,8.691121764052292,0.17002128012633555,0.2407868774570956,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,907.0,4725.0,0.22987218877854193,0.10189293759878526,"{""temperature"": 4.5, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-01T03:00:00,recommendation,recommendation,hold,ok,8.694223179334134,0.1707650353328014,False,8.789620609397883,52.599998474121094,50.939587989278934,350.0,8.694876067744469,0.1707650353328014,0.23752340962562477,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,902.0,4725.0,0.22631703537920606,0.1289870931505288,"{""temperature"": 2.5, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-01T09:00:00,recommendation,recommendation,hold,ok,8.508003577796508,0.13154015354793935,False,8.643687799174222,52.599998474121094,50.927908521859585,350.0,8.508749576007611,0.13154015354793935,0.1986446629102112,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1119.0,4725.0,0.19176741616177348,0.09872643948930937,"{""temperature"": 4.5, ""feed_rate_pct"": 1.0, ""pressure"": 0.0}"
2026-03-01T15:00:00,recommendation,recommendation,corrective_optimum,ok,9.30870802829008,0.31594223941636657,True,10.142195926772285,52.599998474121094,50.91631007102093,348.0,8.829293674275936,0.19082542454753026,0.3663527310157549,6.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_quality:corrective_action,,0,413.0,4725.0,0.3663527310157549,0.19082542454753026,"{""temperature"": 6.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-01T21:00:00,abstain,forecast_path_unsupported,,ok,6.352793864382206,,False,9.899999618530273,52.599998474121094,50.90479097383858,348.0,,,,,,,,analyser_disagreement:abstain;economy_vs_quality:quality_priority,Не все горизонты траектории прошли проверку области применимости; Свежие поточные анализаторы серы расходятся; требуется проверка источников,0,,,,,
2026-03-02T03:00:00,recommendation,recommendation,economic_optimum,ok,7.648401969222439,0.046498058301309375,False,6.482011690005351,52.599998474121094,50.89334962350941,348.0,8.318380425467861,0.099462680790951,-0.03619223330772922,6.0,8.0,0.2,0.05,,,0,2503.0,4725.0,-0.03619223330772922,0.099462680790951,"{""temperature"": 6.0, ""feed_rate_pct"": 8.0, ""pressure"": 0.2}"
2026-03-02T09:00:00,abstain,forecast_path_unsupported,,ok,8.627747837314088,,False,9.899999618530273,52.599998474121094,50.881984466735155,348.0,,,,,,,,economy_vs_quality:quality_priority,Не все горизонты траектории прошли проверку области применимости,0,,,,,
2026-03-02T15:00:00,recommendation,recommendation,economic_optimum,ok,7.774123077166168,0.05549307757255317,False,7.065560810395791,52.599998474121094,50.870694001260865,342.0,8.31367111317228,0.09884083078753314,0.006539438547434412,6.0,7.0,0.2,0.05,,,0,2270.0,4725.0,0.0052765518479774565,0.09983052142796756,"{""temperature"": 6.0, ""feed_rate_pct"": 7.0, ""pressure"": 0.15}"
2026-03-02T21:00:00,recommendation,recommendation,hold,ok,8.362531347819957,0.10873097996291592,False,8.415687789218385,52.599998474121094,50.85947677355701,342.0,8.363350082146049,0.10873097996291592,0.1508108907022353,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1322.0,4725.0,0.14593833528936245,0.09943634404791035,"{""temperature"": 4.5, ""feed_rate_pct"": 2.0, ""pressure"": 0.05}"
2026-03-03T03:00:00,recommendation,recommendation,hold,ok,8.548403628265955,0.14151628649904235,False,8.790315623440803,52.599998474121094,50.848331376635215,342.0,8.549129426451824,0.14151628649904235,0.19704968630677897,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1064.0,4725.0,0.1912521457789924,0.09888204120491595,"{""temperature"": 5.0, ""feed_rate_pct"": 1.0, ""pressure"": 0.0}"
2026-03-03T09:00:00,recommendation,recommendation,hold,ok,8.724110991468171,0.17667165191140777,False,9.192278976255505,52.599998474121094,50.83725644798832,342.0,8.724748935972439,0.17667165191140777,0.24427055587550137,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,878.0,4725.0,0.2315941726531923,0.10053433246166332,"{""temperature"": 5.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-03T15:00:00,recommendation,recommendation,corrective_optimum,ok,8.992453507385703,0.2420940313939577,True,9.377436317622392,52.599998474121094,50.826250667646114,346.0,8.51319728063201,0.13272786949512405,0.28996490091330784,6.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_quality:corrective_action,,0,702.0,4725.0,0.28996220243255216,0.13072571071051953,"{""temperature"": 6.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.05}"
2026-03-03T21:00:00,recommendation,recommendation,corrective_optimum,ok,8.995031931349036,0.2427214616522887,True,9.210312479343857,52.599998474121094,50.81531275633914,346.0,8.515774415383362,0.13341578417507083,0.29174541642384055,6.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_quality:corrective_action,,0,701.0,4725.0,0.2917434756700754,0.13141423157205878,"{""temperature"": 6.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.05}"
2026-03-04T03:00:00,recommendation,recommendation,hold,ok,8.451606052639907,0.12358417510683473,False,7.933085767423712,52.599998474121094,50.80444147376299,346.0,8.452380249613588,0.12358417510683473,0.18683837188624935,0.0,0.0,0.0,0.05,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1193.0,4725.0,0.18234655834118285,0.09679526882450495,"{""temperature"": 6.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-04T09:00:00,abstain,no_forecast,,abstain,,,,10.199999809265137,52.599998474121094,50.793635616936776,346.0,,,,,,,,economy_vs_quality:quality_priority,Нет допустимого модельного прогноза для решения по наблюдаемым данным: режим вне области обучения модели,0,,,,,
2026-03-04T15:00:00,abstain,no_forecast,,abstain,,,,10.199999809265137,52.599998474121094,50.78289401864937,346.0,,,,,,,,economy_vs_quality:quality_priority,Нет допустимого модельного прогноза для решения по наблюдаемым данным: режим вне области обучения модели,0,,,,,
2026-03-04T21:00:00,recommendation,recommendation,hold,ok,8.739928637586951,0.17991358667592539,False,9.141768266796337,52.599998474121094,50.77221554598786,346.0,8.741188708949364,0.17991358667592539,0.26104807974732136,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,864.0,4725.0,0.24790724645263496,0.12980319231703796,"{""temperature"": 3.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-05T03:00:00,recommendation,recommendation,hold,ok,8.38277253410359,0.11275157435694472,False,8.644585713685082,52.599998474121094,50.76159909894295,346.0,8.384389761569487,0.11275157435694472,0.18093675097723363,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1296.0,4725.0,0.1750334214797592,0.09803269788706803,"{""temperature"": 5.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-05T09:00:00,recommendation,recommendation,hold,ok,8.386604683698303,0.11344938933500714,False,8.470744543015977,52.599998474121094,50.751043609086395,346.0,8.388218079014605,0.11344938933500714,0.1875522947896598,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1290.0,4725.0,0.181433459802607,0.0985581084734678,"{""temperature"": 5.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-05T15:00:00,recommendation,recommendation,economic_optimum,ok,7.236528130928188,0.03022267624562258,False,6.517338059611353,52.599998474121094,50.74054803831604,350.0,8.3127664865943,0.09872133733841026,-0.11778074937801744,4.0,10.0,0.0,0.1,,,0,3396.0,4725.0,-0.11778074937801744,0.09872133733841026,"{""temperature"": 4.0, ""feed_rate_pct"": 10.0, ""pressure"": 0.0}"
2026-03-05T21:00:00,recommendation,recommendation,economic_optimum,ok,7.798058021478657,0.05712913613095183,False,7.729504808298662,52.599998474121094,50.73011137766428,350.0,8.301415332899422,0.09722084054085656,0.03248441251922414,5.0,6.0,0.0,0.1,economy_vs_quality:quality_priority,,0,2223.0,4725.0,0.03248441251922414,0.09722084054085656,"{""temperature"": 5.0, ""feed_rate_pct"": 6.0, ""pressure"": 0.0}"
2026-03-06T03:00:00,recommendation,recommendation,hold,ok,8.041889904303003,0.06994445019117701,False,8.21246197713789,52.599998474121094,50.719732646165966,350.0,8.0438480143987,0.06994445019117701,0.12842692484800672,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1816.0,4725.0,0.09711087432835247,0.09749501819074635,"{""temperature"": 4.5, ""feed_rate_pct"": 4.0, ""pressure"": 0.0}"
2026-03-06T09:00:00,recommendation,recommendation,hold,ok,8.15099937799372,0.07930523330105155,False,8.693056503703366,52.599998474121094,50.709410889782326,350.0,8.152848378615726,0.07930523330105155,0.14151359471351277,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1649.0,4725.0,0.12283553998827258,0.09716733407458289,"{""temperature"": 6.0, ""feed_rate_pct"": 4.0, ""pressure"": 0.0}"
2026-03-06T15:00:00,recommendation,recommendation,hold,ok,8.45614038689524,0.12425842435854328,False,8.695018005834957,52.599998474121094,50.699145180377464,354.0,8.457684246508345,0.12425842435854328,0.19845950512404983,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1190.0,4725.0,0.194043560832172,0.09753021347876445,"{""temperature"": 6.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-06T21:00:00,recommendation,recommendation,hold,ok,8.454168319773748,0.1240080333291228,False,8.655943555546559,52.599998474121094,50.688934614744305,354.0,8.455714151453973,0.1240080333291228,0.19292782752826437,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1191.0,4725.0,0.18848661703254393,0.09725960948626988,"{""temperature"": 6.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-07T03:00:00,recommendation,recommendation,hold,ok,8.263814199212444,0.09246637319308715,False,8.201006143505339,52.599998474121094,50.678778313677164,354.0,8.265550385013231,0.09246637319308715,0.15697211640952305,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1472.0,4725.0,0.14896627415899463,0.0974658652335777,"{""temperature"": 5.5, ""feed_rate_pct"": 3.0, ""pressure"": 0.0}"
2026-03-07T09:00:00,recommendation,recommendation,corrective_optimum,ok,8.902779841524232,0.22021335611697335,True,9.663032675547901,52.599998474121094,50.6686754210882,354.0,8.504277061682707,0.1303451861996041,0.28832597711667507,5.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_quality:corrective_action,,0,761.0,4725.0,0.28832597711667507,0.1303451861996041,"{""temperature"": 5.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-07T15:00:00,recommendation,recommendation,hold,ok,8.430482681319301,0.12099612937727888,False,8.496068287403293,52.599998474121094,50.658625103165264,345.0,8.432052198637981,0.12099612937727888,0.19141843528394847,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1230.0,4725.0,0.18503420648031055,0.0992929121752818,"{""temperature"": 5.5, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-07T21:00:00,recommendation,recommendation,hold,ok,8.320295902558007,0.09993717633172594,False,8.241202175427446,52.599998474121094,50.648626547568774,345.0,8.321975606655448,0.09993717633172594,0.16283316846518336,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1385.0,4725.0,0.1565720346050047,0.09908272752917446,"{""temperature"": 6.0, ""feed_rate_pct"": 3.0, ""pressure"": 0.05}"
2026-03-08T03:00:00,recommendation,recommendation,hold,ok,8.698212065903105,0.17168337164188852,False,9.052081376365765,52.599998474121094,50.63867896266545,345.0,8.699513853837201,0.17168337164188852,0.25521884684720486,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,898.0,4725.0,0.23790072526622402,0.09702220800801165,"{""temperature"": 5.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-08T09:00:00,recommendation,recommendation,hold,ok,8.219520545665537,0.08702356000912015,False,8.01880166759969,52.599998474121094,50.628781576796825,345.0,8.221301025119871,0.08702356000912015,0.15048724081871326,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1541.0,4725.0,0.138284749315458,0.09655990543409709,"{""temperature"": 5.0, ""feed_rate_pct"": 3.0, ""pressure"": 0.0}"
2026-03-08T15:00:00,recommendation,recommendation,hold,ok,8.425621723938612,0.12037695700683892,False,8.807060582867805,52.599998474121094,50.6189336375807,346.0,8.427196102214673,0.12037695700683892,0.19477368921397561,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1234.0,4725.0,0.183320006380708,0.09862684906878294,"{""temperature"": 5.5, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-08T21:00:00,recommendation,recommendation,hold,ok,8.481687484909799,0.12749684776011072,False,9.00885538316679,52.599998474121094,50.609134411243645,346.0,8.483205797424889,0.12749684776011072,0.20092122458502162,0.0,0.0,0.0,0.1,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1152.0,4725.0,0.1981336387232739,0.09905261232159734,"{""temperature"": 6.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.1}"
2026-03-09T03:00:00,recommendation,recommendation,hold,ok,8.094892532820738,0.07456784793374638,False,8.061647130767778,52.599998474121094,50.599383181982944,346.0,8.097750194021508,0.07456784793374638,0.14741080246164215,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1733.0,4725.0,0.12152279473217895,0.09986122887827875,"{""temperature"": 5.0, ""feed_rate_pct"": 4.0, ""pressure"": 0.0}"
2026-03-09T09:00:00,recommendation,recommendation,hold,ok,8.451122663883687,0.12371968573693759,False,8.892729274613378,52.599998474121094,50.589679251356436,346.0,8.453445979887864,0.12371968573693759,0.21403804473427446,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1193.0,4725.0,0.20670530965103676,0.09695423740898468,"{""temperature"": 6.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-09T15:00:00,recommendation,recommendation,hold,ok,8.51079022194033,0.13268161799105616,False,8.636848539984836,52.599998474121094,50.58002193769865,337.0,8.513024036607419,0.13268161799105616,0.22602896867103395,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1111.0,4725.0,0.21848379777066423,0.09932390480922515,"{""temperature"": 4.5, ""feed_rate_pct"": 1.0, ""pressure"": 0.0}"
2026-03-09T21:00:00,recommendation,recommendation,hold,ok,8.746911830227502,0.18083800198137945,False,9.196066263940388,52.599998474121094,50.57041057556205,337.0,8.748791462482162,0.18083800198137945,0.2806266285092399,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,858.0,4725.0,0.2656788326087147,0.09828333978451964,"{""temperature"": 5.5, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-10T03:00:00,recommendation,recommendation,corrective_optimum,ok,8.97662978201991,0.23842348965149707,True,9.869358112204878,52.599998474121094,50.5608445151819,337.0,8.49888483734688,0.12948152960380566,0.31940178863548363,6.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_quality:corrective_action,,0,711.0,4725.0,0.31940178863548363,0.12948152960380566,"{""temperature"": 6.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-10T09:00:00,recommendation,recommendation,hold,ok,8.342551568340996,0.10482695240210604,False,8.328118728851669,52.599998474121094,50.551323121963634,337.0,8.345037740988486,0.10482695240210604,0.19022522882730594,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1350.0,4725.0,0.18517760899557761,0.09791089460978886,"{""temperature"": 4.5, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-10T15:00:00,recommendation,recommendation,hold,ok,8.462838948776104,0.12520608794032762,False,8.736223578269641,52.599998474121094,50.541845775991625,347.0,8.465144690352941,0.12520608794032762,0.21077209871894967,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1179.0,4725.0,0.20312927136853268,0.09856059269214057,"{""temperature"": 6.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-10T21:00:00,recommendation,recommendation,hold,ok,8.054745813758371,0.0711008781755329,False,7.780731039611208,52.599998474121094,50.53241187155817,347.0,8.057663695037736,0.0711008781755329,0.14040205248714716,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1795.0,4725.0,0.11006425565781328,0.09943404912735854,"{""temperature"": 4.5, ""feed_rate_pct"": 4.0, ""pressure"": 0.0}"
2026-03-11T03:00:00,recommendation,recommendation,hold,ok,8.171005686810885,0.08149292864918545,False,8.325928935991875,52.599998474121094,50.5230208167117,347.0,8.17374917828067,0.08149292864918545,0.1519303465522984,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1617.0,4725.0,0.1354756122904245,0.09913368579340986,"{""temperature"": 6.0, ""feed_rate_pct"": 4.0, ""pressure"": 0.05}"
2026-03-11T09:00:00,recommendation,recommendation,hold,ok,8.298936823532612,0.09723050818209522,False,8.619815198845975,52.599998474121094,50.5136720328234,347.0,8.301488418297314,0.09723050818209522,0.17503530288931043,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1415.0,4725.0,0.16899425408466587,0.09720221369210302,"{""temperature"": 6.0, ""feed_rate_pct"": 3.0, ""pressure"": 0.0}"
2026-03-11T15:00:00,abstain,forecast_path_unsupported,,ok,7.984829471438749,,False,7.300000190734863,52.599998474121094,50.504364954171095,342.0,,,,,,,,analyser_disagreement:abstain,Не все горизонты траектории прошли проверку области применимости; Свежие поточные анализаторы серы расходятся; требуется проверка источников,0,,,,,
2026-03-11T21:00:00,recommendation,recommendation,hold,ok,8.698300533459815,0.1718297024238975,False,9.795459176401927,52.599998474121094,50.49509902753983,342.0,8.700253082659627,0.1718297024238975,0.2614518101968738,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,897.0,4725.0,0.2486747182788826,0.12969248362808217,"{""temperature"": 2.5, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-12T03:00:00,recommendation,recommendation,hold,ok,8.26149471381422,0.09227399635754896,False,8.55616217274241,52.599998474121094,50.48587371183808,342.0,8.264102471743499,0.09227399635754896,0.17016926768404278,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1473.0,4725.0,0.162139258035429,0.0972541544795712,"{""temperature"": 5.5, ""feed_rate_pct"": 3.0, ""pressure"": 0.0}"
2026-03-12T09:00:00,recommendation,recommendation,hold,ok,8.07805922878075,0.0731162601666866,False,8.17312979450063,52.599998474121094,50.47668847772907,342.0,8.08094213993758,0.0731162601666866,0.14674851662170696,0.0,0.0,0.0,0.15,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1757.0,4725.0,0.11860516766724893,0.09746963530958275,"{""temperature"": 5.0, ""feed_rate_pct"": 4.0, ""pressure"": 0.0}"
2026-03-12T15:00:00,recommendation,recommendation,hold,ok,8.589170059752554,0.14851597020890683,False,9.133156863426109,51.70000076293945,51.5199039596176,354.0,8.589170059752554,0.14851597020890683,0.20174246922549433,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1018.0,4725.0,0.19292878838909108,0.09897562996517784,"{""temperature"": 5.5, ""feed_rate_pct"": 1.0, ""pressure"": 0.0}"
2026-03-12T21:00:00,recommendation,recommendation,hold,ok,8.458175808243334,0.12432089075407227,False,8.677485481595596,51.70000076293945,51.432874034874196,354.0,8.458175808243334,0.12432089075407227,0.17642339539631288,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1190.0,4725.0,0.1709201058592154,0.09758521512104223,"{""temperature"": 6.0, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-13T03:00:00,recommendation,recommendation,hold,ok,8.574786851021715,0.14600533922002834,False,8.908236559133908,51.70000076293945,51.37109913023954,354.0,8.574786851021715,0.14600533922002834,0.1965148409836378,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1038.0,4725.0,0.19105014976324855,0.09703775208463017,"{""temperature"": 5.5, ""feed_rate_pct"": 1.0, ""pressure"": 0.0}"
2026-03-13T09:00:00,recommendation,recommendation,hold,ok,8.352788438481914,0.1064803764883333,False,8.284140458084698,51.70000076293945,51.31743554113896,354.0,8.352788438481914,0.1064803764883333,0.14784224405716095,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1336.0,4725.0,0.1427119106583695,0.09897951818459283,"{""temperature"": 4.5, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-13T15:00:00,recommendation,recommendation,hold,ok,8.491718217102752,0.12857482027129719,False,8.630707055803086,51.70000076293945,51.270424211123775,348.0,8.491718217102752,0.12857482027129719,0.17716526138293257,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1140.0,4725.0,0.17621723066878603,0.09641980411527262,"{""temperature"": 4.5, ""feed_rate_pct"": 1.0, ""pressure"": 0.0}"
2026-03-13T21:00:00,recommendation,recommendation,hold,ok,8.357270404585526,0.10743579571474826,False,8.247882327250776,51.70000076293945,51.228072930735806,348.0,8.357270404585526,0.10743579571474826,0.15588303925560976,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,1328.0,4725.0,0.15032663723820636,0.09959408251611823,"{""temperature"": 4.5, ""feed_rate_pct"": 2.0, ""pressure"": 0.0}"
2026-03-14T03:00:00,recommendation,recommendation,hold,ok,8.719247724886054,0.17558544500004458,False,9.117925781854613,51.70000076293945,51.18922121778614,348.0,8.719247724886054,0.17558544500004458,0.24101880014491786,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,884.0,4725.0,0.22793065741276075,0.09957716658534221,"{""temperature"": 5.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
2026-03-14T09:00:00,recommendation,recommendation,hold,ok,8.647797157306506,0.16142117146587764,False,8.94182735071639,51.70000076293945,51.15312270643543,348.0,8.647797157306506,0.16142117146587764,0.22556287478958964,0.0,0.0,0.0,,economy_vs_quality:quality_priority;stability_vs_economy:hold,,0,952.0,4725.0,0.21344680087501938,0.1011435764558355,"{""temperature"": 4.0, ""feed_rate_pct"": 0.0, ""pressure"": 0.0}"
